,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd_gb,hdd_gb,os,os_bit,graphic_card_gb,weight,display_size,warranty,msoffice,latest_price
220,HP,15s,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,0,ThinNlight,Missing,0,No,727.87
221,HP,Omen,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,4,Casual,Missing,0,No,1333.163
222,lenovo,Ideapad,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,0,Casual,Missing,0,No,948.87
223,Lenovo,Ideapad,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,2,Casual,Missing,0,No,610.87
224,MICROSOFT,Surface,Intel,Core i5,10th,8,LPDDR4X,128,0,Windows,64,0,Casual,Missing,0,No,1302.47
225,Smartron,t.book,Intel,Core i5,7th,8,DDR3,128,0,Windows,64,0,Casual,Missing,0,No,688.87
226,MICROSOFT,Surface,Intel,Core i5,8th,8,DDR3,128,0,Windows,64,0,Casual,Missing,0,No,1195.9869999999999
227,Smartron,t.book,Intel,Core i5,7th,4,DDR3,128,0,Windows,64,0,Casual,12.2,0,No,688.87
228,HP,Pavilion,Intel,Core i5,8th,8,DDR4,128,0,Windows,64,0,ThinNlight,13.3,1,No,988.156
229,Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,2,Yes,643.37
230,lenovo,Yoga,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,0,Casual,Missing,0,No,1338.87
231,acer,Swift,Intel,Core i5,7th,8,DDR3,256,0,Windows,64,0,ThinNlight,Missing,1,Yes,1129.271
232,LG,Gram,Intel,Core i5,10th,8,DDR4,256,0,Windows,64,0,Casual,Missing,0,No,1000.87
233,LG,Gram,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,Missing,0,No,1000.87
234,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,Missing,1,No,636.87
235,LG,Gram,Intel,Core i5,10th,8,DDR4,256,0,Windows,64,0,Casual,Missing,0,No,818.87
236,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,Missing,0,No,727.87
237,acer,Swift,Intel,Core i5,8th,8,DDR3,256,0,Windows,64,0,ThinNlight,Missing,1,Yes,1065.974
238,LG,Gram,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,Missing,0,No,1000.87
239,HP,Spectre,Intel,Core i5,8th,8,DDR4,256,0,Windows,64,0,Casual,Missing,1,Yes,1775.6699999999998
240,acer,Swift,Intel,Core i5,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,13.3,1,No,773.37
241,ASUS,VivoBook14,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14.1,1,No,647.4
242,Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,Yes,805.987
243,HP,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,714.87
244,HP,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,701.87
245,Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,2,Yes,688.87
246,HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,883.87
247,ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,753.87
248,Lenovo,Ideapad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,Yes,809.9
249,realme,Book(Slim),Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,688.87
250,Lenovo,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,688.87
251,Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,Yes,675.87
252,Lenovo,IdeaPad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,805.87
253,RedmiBook,Pro,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,0,ThinNlight,15.6,1,No,636.87
254,ASUS,VivoBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,32,0,Casual,14,1,Yes,831.87
255,Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,Yes,857.87
256,Nokia,PureBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,623.87
257,acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,688.87
258,Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,649.87
259,ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,935.87
260,ASUS,VivoBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,623.87
261,Nokia,PureBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,597.87
262,Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,32,0,ThinNlight,15.6,2,Yes,630.37
263,ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,948.87
264,MSI,Katana,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,1000.87
265,ASUS,TUF,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,6,Gaming,15.6,1,Yes,1169.87
266,MSI,GF63,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,779.87
267,ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,Yes,857.87
268,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,0,No,935.87
269,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,0,No,934.5699999999999
270,Lenovo,IdeaPad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,844.87
271,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,857.87
272,HP,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,727.987
273,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,4,Casual,14,1,No,955.37
274,HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,968.37
275,HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,758.42
276,acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,727.987
277,DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,883.87
278,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,779.87
279,ASUS,TUF,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,6,Casual,15.6,1,Yes,1078.87
280,DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,834.4699999999999
281,DELL,Missing,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,911.17
282,realme,Book(Slim),Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,792.987
283,ASUS,Missing,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,ThinNlight,15.6,1,No,649.87
284,MSI,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,721.37
285,HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,13.3,0,No,1273.87
286,ASUS,VivoBook,Intel,Core i5,9th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,Yes,714.87
287,Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15,1,Yes,779.87
288,Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,Yes,701.87
289,HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,870.987
290,acer,Intel,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,14,1,Yes,792.87
291,ASUS,Missing,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,Yes,623.87
292,HP,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,0,ThinNlight,14,1,Yes,779.987
293,DELL,G15,Intel,Core i5,10th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,1039.87
294,ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,831.87
295,HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,Yes,831.87
296,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,779.87
297,Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,727.87
298,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,779.87
299,HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,Yes,831.87
300,DELL,Vostro,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,903.37
301,DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,1162.07
302,ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,No,974.87
303,Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,3,Yes,844.87
304,Lenovo,Legion,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,Yes,864.37
305,DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,15.6,1,Yes,1166.126
306,Lenovo,Ideapad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,15.6,1,Yes,922.87
307,Infinix,INBook,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,14,0,No,552.37
308,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,17.3,1,Yes,766.87
309,Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,15.6,1,Yes,747.5
310,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,1039.87
311,MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,14,0,No,735.033
312,ASUS,Missing,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,17.3,0,No,779.87
313,Lenovo,ThinkBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,13,1,Yes,844.87
314,DELL,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,796.77
315,Lenovo,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,714.87
316,Lenovo,ThinkBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,779.87
317,ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,6,Casual,16,1,No,1104.87
318,HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,16,1,Yes,942.5
319,Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,Missing,0,No,779.87
320,Lenovo,Yoga,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,16,1,Yes,1143.87
321,HP,14s,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,0,No,753.87
322,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,16,1,Yes,903.37
323,Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,16,3,Yes,896.87
324,Lenovo,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,0,Casual,16,1,Yes,1013.87
325,ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,16,1,No,1377.87
326,MSI,Prestige,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,16,1,No,1039.87
327,DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,721.37
328,Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,16,1,Yes,909.87
329,ASUS,Zenbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,1104.87
330,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,0,No,779.87
331,DELL,XPS,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,1454.57
332,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,Missing,1,No,857.87
333,ASUS,Zenbook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,32,0,Casual,Missing,1,Yes,948.87
334,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,16,1,Yes,924.17
335,MSI,Katana,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Casual,Missing,2,No,974.87
336,ASUS,ZenBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,0,Casual,Missing,1,Yes,1039.87
337,MSI,Modern,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,No,721.37
338,DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,ThinNlight,Missing,1,Yes,864.37
339,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,694.1999999999999
340,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,968.5
341,DELL,XPS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,16,1,Yes,1494.87
342,DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,ThinNlight,Missing,0,No,805.87
343,APPLE,MacBook,Intel,Core i5,10th,8,LPDDR4X,512,0,Mac,64,0,Casual,16,1,No,2079.87
344,APPLE,MacBook,Intel,Core i5,8th,8,DDR3,512,0,Mac,64,0,Casual,Missing,1,No,2237.17
345,MSI,Sword,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Casual,Missing,0,No,974.87
346,MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,No,734.37
347,Lenovo,ThinkPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,16,3,No,1911.0
348,Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,727.87
349,HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,Missing,1,Yes,1013.87
350,HP,Envy,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,16,1,Yes,1384.37
351,Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,2,Casual,16,1,Yes,922.87
352,Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,844.87
353,acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,No,753.87
354,ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,Missing,1,No,844.87
355,MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,No,714.87
356,Vaio,SE,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,2,Yes,817.5699999999999
357,HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,16,0,No,1455.9869999999999
358,Lenovo,Yoga,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64,2,Casual,Missing,1,Yes,920.3739999999999
359,Lenovo,Legion,Intel,Core i5,9th,8,DDR4,512,0,Windows,64,4,Casual,Missing,0,No,779.87
360,acer,ConceptD,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,4,Casual,Missing,1,No,1293.5
361,HP,14s,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,727.87
362,ASUS,ZenBook,Intel,Core i5,8th,8,LPDDR3,512,0,Windows,64,0,ThinNlight,Missing,1,No,948.87
363,acer,Swift,Intel,Core i5,8th,8,DDR3,512,0,Windows,64,0,ThinNlight,Missing,1,No,844.87
364,ASUS,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,0,No,753.87
365,HP,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,16,1,Yes,1000.87
366,Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,Missing,2,Yes,818.9739999999999
367,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,16,1,Yes,1013.87
368,HP,Spectre,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,1494.87
369,DELL,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,Missing,1,Yes,857.87
370,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,16,1,Yes,1156.87
371,Lenovo,X390,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,Missing,0,No,1476.6699999999998
372,Mi,Notebook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,Missing,1,No,714.87
373,ASUS,VivoBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,Missing,1,Yes,961.87
374,LG,Gram,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,0,No,1130.87
375,HP,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,793.0
376,ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,Missing,1,No,1299.87
377,Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,883.87
378,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,920.387
379,Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,857.87
380,ASUS,VivoBook,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,No,697.9699999999999
381,MSI,Modern,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,No,727.87
382,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,691.4699999999999
383,Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,32,2,Casual,Missing,2,Yes,766.987
384,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,ThinNlight,Missing,3,No,935.87
385,HP,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,4,Casual,Missing,0,No,1066.0
386,ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,16,0,No,1104.87
387,Lenovo,Thinpad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,Missing,0,No,1169.974
388,ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,Missing,1,No,1299.87
389,ASUS,Zenbook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,Missing,0,No,1104.87
390,Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,Missing,0,No,908.687
391,DELL,Inpiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,Missing,1,No,1039.87
392,DELL,GAMING,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,Missing,1,No,991.9
393,Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,727.987
394,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,0,No,947.6999999999999
395,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,961.87
396,ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4,512,0,Windows,64,0,ThinNlight,16,0,No,1104.87
397,DELL,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,2,Casual,16,0,No,955.747
398,HP,Spectre,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,Missing,1,No,1638.0
399,lenovo,Yoga,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,0,Casual,Missing,0,No,2235.9739999999997
400,ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,6,Casual,16,1,No,1156.87
401,HP,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,16,1,Yes,1494.9869999999999
402,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,16,1,Yes,1078.87
403,acer,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,0,No,1429.9869999999999
404,Lenovo,Yoga,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,16,1,Yes,1078.87
405,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,Missing,1,Yes,1039.87
406,ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,16,1,No,1494.87
407,HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,16,1,No,1689.9869999999999
408,MSI,GS,Intel,Core i5,8th,8,DDR5,512,0,Windows,32,6,Casual,Missing,0,No,1949.87
409,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,16,0,No,926.77
410,DELL,Inspiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,1033.5
411,DELL,Inspiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,Missing,1,Yes,1078.87
412,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,Missing,1,Yes,922.74
413,ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,Missing,1,No,1299.87
414,HP,430,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,0,Casual,Missing,0,No,1222.0
415,DELL,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,16,0,No,1078.87
416,MSI,Prestige,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,16,1,No,1039.87
417,ASUS,Pro,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,Missing,0,No,1117.87
418,ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,Missing,0,No,1130.87
419,ASUS,ZenBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,2,Casual,Missing,1,Yes,1377.87
420,ASUS,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,0,Casual,Missing,0,No,1104.87
421,Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,2,Casual,Missing,1,Yes,779.987
422,Lenovo,Yoga,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,16,1,Yes,1195.9869999999999
423,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,16,1,Yes,1025.7
424,ASUS,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,0,Casual,Missing,0,No,1726.27
425,Nokia,PureBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,727.87
426,Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,792.87
427,Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,852.228
428,DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,912.4699999999999
429,DELL,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,14,1,No,1034.6699999999998
430,Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,852.228
431,ASUS,TUF,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,1000.87
432,Nokia,PureBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,686.27
433,Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,852.228
434,Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,584.87
435,ASUS,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,1104.87
436,Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,1130.9869999999999
437,HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,1014.0
438,Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,949.819
439,Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,949.819
440,HP,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,4,Casual,14,1,Yes,1312.87
441,Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,Yes,974.87
442,ASUS,ROG,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,987.87
443,Lenovo,Missing,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,2,Casual,15.6,1,Yes,1093.118
444,ASUS,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Gaming,15.6,0,No,987.87
445,ASUS,TUF,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Gaming,17.3,1,Yes,1013.87
