,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd_gb,hdd_gb,os,os_bit,graphic_card_gb,weight,display_size,warranty,msoffice,latest_price
446,ASUS,ROG,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64,4,Casual,15.6,1,No,1013.87
447,APPLE,MacBook,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64,0,Casual,13,1,No,2339.87
448,APPLE,MacBook,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64,0,Casual,13,1,No,2339.87
449,ASUS,ROG,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64,4,Casual,Missing,0,No,1078.87
450,ASUS,TUF,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Casual,16,1,No,1143.87
451,ASUS,F17,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Casual,Missing,0,No,1098.5
452,DELL,Inspiron,Intel,Core i5,11th,8,LPDDR4X,1024,0,Windows,64,0,ThinNlight,13.3,0,No,964.4699999999999
453,Lenovo,ThinkBook,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,0,ThinNlight,13.3,1,Yes,844.87
454,Lenovo,ThinkPad,Intel,Core i5,10th,8,DDR4,512,512,Windows,64,0,ThinNlight,16,3,No,2020.3429999999998
455,Lenovo,ThinkPad,Intel,Core i5,10th,8,DDR4,512,512,Windows,64,0,ThinNlight,Missing,3,No,1630.1219999999998
456,acer,Aspire,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,649.87
457,acer,Aspire,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,No,610.87
458,DELL,Vostro,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,Yes,636.87
459,acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,2,Casual,Missing,1,Yes,779.987
460,ASUS,VivoBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,Missing,1,No,610.87
461,MSI,GF63,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,4,Casual,Missing,2,No,688.87
462,Lenovo,Missing,Intel,Core i5,7th,8,DDR4,0,1024,Windows,32,2,Casual,Missing,0,No,753.987
463,Lenovo,B50-70,Intel,Core i5,4th,8,DDR3,0,1024,Windows,64,0,Casual,Missing,0,No,682.37
464,Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,4,Casual,Missing,1,No,740.87
465,acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,2,ThinNlight,Missing,1,No,805.87
466,DELL,Missing,Intel,Core i5,11th,8,DDR4,0,1024,Windows,32,0,Casual,Missing,0,No,755.17
467,ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,0,Casual,Missing,0,No,740.87
468,acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,0,ThinNlight,Missing,1,No,800.761
469,ASUS,Pro,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,0,ThinNlight,Missing,0,No,1065.87
470,ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,0,Casual,Missing,0,No,796.237
471,DELL,Missing,Intel,Core i5,11th,8,DDR4,0,1024,Windows,32,0,Casual,Missing,0,No,766.87
472,ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,2,Casual,Missing,0,No,1091.87
473,MSI,GE76,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,6,Casual,Missing,0,No,3785.47
474,MSI,GP65,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,6,Casual,Missing,0,No,1897.87
475,MSI,GP76,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,8,Casual,Missing,0,No,2339.87
476,HP,Pavilion,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,1,Yes,844.87
477,HP,15q,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,608.27
478,HP,Missing,Intel,Core i5,7th,4,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,579.7869999999999
479,acer,Swift,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,948.5319999999999
480,HP,250,Intel,Core i5,10th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,1,Yes,634.27
481,acer,Aspire,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,734.3829999999999
482,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,32,0,Casual,15.6,1,Yes,662.87
483,ASUS,VivoBook,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,727.87
484,acer,Aspire,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,753.87
485,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,688.87
486,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,753.87
487,acer,Aspire,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,1,No,740.87
488,acer,Travelmate,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,14,0,No,721.37
489,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,812.37
490,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,844.87
491,Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,Yes,779.87
492,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,Yes,782.4699999999999
493,ASUS,VivoBook,Intel,Core i5,9th,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,708.37
494,Lenovo,Legion,Intel,Core i5,9th,8,DDR4,256,1024,Windows,64,4,Casual,15.6,1,Yes,792.87
495,DELL,Inspiron,Intel,Core i5,11th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14.9,1,Yes,725.27
496,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,15.6,1,Yes,844.87
497,ASUS,Missing,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,ThinNlight,17.3,0,No,766.87
498,DELL,Vostro,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,Yes,714.87
499,HP,Pavilion,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,1,Yes,935.87
500,DELL,3511,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,908.6999999999999
501,Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,Yes,857.87
502,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,Missing,1,No,649.87
503,DELL,Vostro,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,Missing,1,Yes,766.87
504,Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Gaming,Missing,0,No,969.67
505,ASUS,Missing,Intel,Core i5,10th,8,DDR4,256,1024,Windows,32,2,Casual,Missing,0,No,766.87
506,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,Missing,1,No,844.87
507,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,Missing,0,No,864.37
508,DELL,G3,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Casual,Missing,0,No,1012.6999999999999
509,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,Missing,0,No,877.37
510,DELL,Vostro,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,Missing,1,Yes,805.87
511,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,Missing,1,Yes,766.87
512,Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Gaming,Missing,0,No,974.987
513,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,Missing,1,Yes,895.6999999999999
514,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,0,No,932.035
515,acer,Travelmate,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,14,0,No,812.37
516,DELL,Inspiron,Intel,Core i5,8th,8,DDR4,0,2048,Windows,64,2,Casual,15.6,1,Yes,810.121
517,MSI,GS66,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,8,Casual,Missing,0,No,2694.77
518,DELL,Inspiron,Intel,Core i7,8th,16,DDR4,256,0,Windows,64,4,Casual,Missing,1,Yes,1143.87
519,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,961.87
520,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,961.87
521,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,961.87
522,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,961.87
523,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,961.87
524,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,961.87
525,ASUS,VivoBook,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,753.87
526,ASUS,VivoBook,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,805.87
527,MSI,GF63,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,1039.87
528,Lenovo,IdeaPad,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,Yes,896.87
529,Mi,Notebook,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,2,Casual,14,1,No,773.37
530,Lenovo,IdeaPad,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,1117.87
531,Lenovo,Legion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,Yes,1299.87
532,Infinix,X1,Intel,Core i7,10th,16,LPDDR4X,512,0,Windows,64,8,Casual,14,0,No,714.87
533,ASUS,VivoBook,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,1013.87
534,Lenovo,IdeaPad,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,1039.87
535,HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,Yes,1211.47
536,ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,13.3,1,Yes,1234.87
537,Lenovo,Thinkbook,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,14,3,Yes,1104.87
538,MSI,Missing,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,753.87
539,HP,Envy,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,1338.87
540,DELL,Missing,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,16,1,No,1299.87
541,ASUS,ASUS,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Gaming,16,0,No,1234.87
542,HP,Envy,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,16,1,Yes,1352.0
543,MSI,Missing,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,2,Casual,Missing,0,No,1000.87
544,HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Gaming,16,1,Yes,1172.47
545,Lenovo,Missing,Intel,Core i7,11th,16,DDR4,512,0,Windows,32,0,Casual,16,0,No,1150.344
546,MSI,Prestige,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,4,Casual,16,1,No,1429.87
547,MSI,Sword,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,Missing,0,No,1130.87
548,MSI,Prestige,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,16,1,No,1169.87
549,HP,Spectre,Intel,Core i7,10th,16,LPDDR3,512,0,Windows,64,0,Casual,16,1,Yes,3116.8669999999997
550,ASUS,VivoBook,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,2,Casual,Missing,1,Yes,1026.87
551,DELL,XPS,Intel,Core i7,8th,16,DDR3,512,0,Windows,64,0,ThinNlight,16,1,Yes,1584.57
552,ASUS,ZenBook,Intel,Core i7,8th,16,LPDDR3,512,0,Windows,64,0,ThinNlight,Missing,1,No,1117.87
553,MSI,Katana,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,16,2,No,1234.87
554,HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Gaming,16,1,Yes,1196.0
555,HP,Spectre,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,Casual,16,1,No,2118.87
556,DELL,XPS,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,16,1,Yes,1758.8999999999999
557,MSI,Modern,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,Missing,0,No,844.87
558,Lenovo,ThinkPad,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,ThinNlight,16,3,No,2268.851
559,Lenovo,ThinkPad,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,ThinNlight,Missing,0,No,2109.8869999999997
560,DELL,Inspiron,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,1419.47
561,HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,16,1,Yes,1299.9869999999999
562,MSI,Prestige,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,2,Casual,16,1,No,1364.87
563,ASUS,Missing,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,16,0,No,1429.87
564,ASUS,ZenBook,Intel,Core i7,8th,16,DDR3,512,0,Windows,64,0,ThinNlight,16,1,No,1299.87
565,Lenovo,Missing,Intel,Core i7,8th,16,DDR4,512,0,Windows,64,2,ThinNlight,16,0,No,3182.413
566,ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,16,0,No,1234.87
567,Lenovo,Ideapad,Intel,Core i7,8th,16,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,1118.0
568,Lenovo,Missing,Intel,Core i7,10th,16,DDR4,512,0,Windows,32,2,Casual,16,0,No,2111.187
569,HP,Missing,Intel,Core i7,11th,16,DDR4,512,0,Windows,32,0,Casual,Missing,0,No,1554.787
570,Lenovo,Missing,Intel,Core i7,10th,16,LPDDR3,512,0,Windows,64,0,ThinNlight,16,0,No,2752.7889999999998
571,Lenovo,Intel,Intel,Core i7,11th,16,DDR4,512,0,Windows,32,0,Casual,14,0,No,1442.9869999999999
572,DELL,Missing,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,1299.87
573,ASUS,ZenBook,Intel,Core i7,8th,8,LPDDR3,512,0,Windows,64,0,ThinNlight,13.3,1,No,1065.87
574,MSI,GF63,Intel,Core i7,9th,8,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,870.87
575,MSI,GF65,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,2,No,1104.87
576,ASUS,Zenbook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,2,Casual,14,1,Yes,1364.87
577,ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,14,1,No,1754.87
578,ASUS,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Gaming,15.6,0,No,1286.87
579,HP,Envy,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,Yes,1880.97
580,ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,13.3,0,No,1299.87
581,MSI,Stealth,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,16,2,No,1559.87
582,ASUS,Zephyrus,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32,4,Casual,16,1,No,2534.87
583,ASUS,ZenBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,2,Casual,16,1,Yes,1624.87
584,DELL,Inspiron,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,2,Casual,16,0,No,1591.33
585,HP,Spectre,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,0,Casual,16,1,No,2339.87
586,MSI,Summit,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Casual,16,2,No,2014.87
587,Lenovo,Yoga,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,16,1,Yes,1598.87
588,ASUS,Missing,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,6,Casual,Missing,1,No,2924.87
589,MSI,Stealth,Intel,Core i7,12th,16,DDR5,1024,0,Windows,64,8,Casual,Missing,0,No,3639.87
590,HP,OMEN,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Casual,16,0,No,1585.87
591,HP,OMEN,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Casual,16,0,No,1520.87
592,Lenovo,Legion,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,16,0,No,1964.274
593,MSI,Pulse,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,8,Casual,16,2,No,1689.87
594,HP,Spectre,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,16,1,No,1949.9869999999999
595,MSI,Missing,Intel,Core i7,12th,16,DDR4,1024,0,Windows,64,6,Casual,16,0,No,1819.87
596,acer,Predator,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,16,1,No,1689.87
597,HP,OMEN,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,8,Casual,16,1,Yes,2235.87
598,DELL,Inspiron,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,2,Casual,16,1,Yes,1221.415
599,ASUS,ROG,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,8,Casual,Missing,0,No,3054.87
600,HP,Spectre,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,16,1,Yes,1670.5
601,Lenovo,Yoga,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,0,Casual,16,1,Yes,1338.87
602,ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,16,1,No,1559.87
603,ASUS,Missing,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32,6,Casual,16,0,No,1572.74
604,ASUS,Zephyrus,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32,6,Casual,16,1,No,2044.2369999999999
605,Lenovo,Missing,Intel,Core i7,9th,16,DDR4,1024,0,Windows,64,4,ThinNlight,16,0,No,2988.7
606,ASUS,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,16,1,No,1709.5
607,ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,0,Casual,16,0,No,2014.87
608,ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,0,Casual,16,0,No,2157.87
609,Lenovo,Yoga,Intel,Core i7,10th,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,16,0,No,1559.87
610,ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,0,Casual,16,0,No,2183.87
611,HP,Spectre,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,16,1,No,2145.0
612,Avita,Liber,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,0,ThinNlight,14,0,No,818.87
613,Lenovo,ThinkBook,Intel,Core i7,11th,16,LPDDR4,1024,0,Windows,64,0,Casual,13,1,Yes,1117.87
614,HP,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,2,Casual,13.3,1,Yes,1234.87
615,HP,Omen,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,16.1,1,Yes,1780.87
616,Lenovo,Legion,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,8,Casual,15.6,1,Yes,3054.87
617,acer,Predator,Intel,Core i7,10th,16,DDR4,2048,0,Windows,64,8,Casual,16,1,No,2079.87
618,ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,2048,0,Windows,64,0,Casual,16,0,No,3041.87
619,ASUS,ExpertBook,Intel,Core i7,10th,16,DDR4,0,1024,Windows,64,2,Casual,Missing,0,No,1221.87
620,HP,15,Intel,Core i7,8th,16,DDR4,128,1024,Windows,64,4,Casual,Missing,1,No,1520.233
621,MSI,GF63,Intel,Core i7,10th,8,DDR4,256,1024,Windows,64,4,Casual,15.6,2,No,831.87
622,ASUS,VivoBook,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,870.87
623,ASUS,Missing,Intel,Core i7,11th,16,DDR4,256,1024,Windows,32,0,ThinNlight,Missing,0,No,1072.5
624,acer,Predator,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64,6,Casual,16,1,No,1559.87
625,MSI,WF65,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64,4,Casual,16,3,No,2079.87
626,ASUS,Pro,Intel,Core i7,8th,16,DDR4,256,1024,Windows,64,0,ThinNlight,Missing,0,No,1285.856
627,acer,Predator,Intel,Core i7,11th,16,DDR4,512,1024,Windows,64,4,Casual,15.6,1,No,1208.87
628,acer,Predator,Intel,Core i7,11th,16,DDR4,512,1024,Windows,32,6,Casual,15.6,1,No,1559.87
629,acer,Predator,Intel,Core i9,11th,32,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,2209.87
630,acer,Predator,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,1819.87
631,MSI,Creator,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64,6,Casual,16,0,No,2508.87
632,ASUS,ROG,Intel,Core i9,12th,16,DDR5,1024,0,Windows,64,6,Casual,Missing,0,No,3899.87
633,ASUS,Missing,Intel,Core i9,10th,16,DDR4,1024,0,Windows,64,6,Casual,Missing,1,No,3509.87
634,ASUS,ASUS,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64,6,Gaming,15.6,1,No,1819.87
635,Lenovo,Missing,Intel,Core i9,10th,16,DDR4,1024,0,Windows,32,8,Casual,15.6,0,No,3457.9739999999997
636,ASUS,Zephyrus,Intel,Core i9,11th,16,DDR4,3072,0,Windows,32,6,Casual,Missing,1,No,5745.87
637,Smartron,t.book,Intel,Core m3,7th,4,DDR3,128,0,Windows,64,0,Casual,12.2,0,No,558.87
638,MSI,Katana,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,4,Casual,Missing,0,No,1130.87
639,acer,Aspire,AMD,Dual Core,Missing,4,DDR4,256,0,Windows,64,0,Casual,Missing,1,No,389.87
640,acer,Dual,AMD,Dual Core,Missing,4,DDR4,256,0,Windows,64,0,Casual,Missing,1,No,415.87
641,MSI,Pulse,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,6,Casual,Missing,0,No,1429.87
642,MSI,Pulse,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32,4,Casual,Missing,0,No,1424.6699999999998
643,ASUS,ROG,Intel,Core i7,10th,16,LPDDR4X,0,512,DOS,32,6,Casual,Missing,0,No,1904.37
644,HP,Chromebook,Intel,Dual Core,10th,4,DDR4,0,512,DOS,32,0,Casual,Missing,0,No,802.685
645,ASUS,ZenBook,Intel,Ever Screenpad,10th,4,DDR4,0,512,DOS,64,4,Casual,Missing,0,No,2725.97
646,ASUS,ZenBook,Intel,Ever Screenpad,10th,4,DDR4,0,512,DOS,64,4,Casual,Missing,0,No,2277.47
647,ALIENWARE,Missing,Intel,GeForce GTX,10th,8,LPDDR4,0,512,DOS,32,6,Casual,15.6,0,No,2599.87
648,DELL,G15,Intel,GeForce GTX,10th,8,LPDDR4,0,512,DOS,32,4,Casual,15.6,0,No,981.5
649,ALIENWARE,Missing,Intel,GeForce RTX,10th,8,LPDDR4,0,512,DOS,32,8,Casual,15.6,0,No,4490.07
650,ALIENWARE,Missing,Intel,GeForce RTX,10th,8,LPDDR4,0,512,DOS,32,6,Casual,15.6,0,No,2792.27
651,ALIENWARE,Missing,Intel,GeForce RTX,10th,8,LPDDR4,0,512,DOS,32,8,Casual,15.6,0,No,3500.77
652,DELL,G15,Intel,GEFORCE RTX,10th,4,DDR4,0,512,DOS,32,4,Casual,Missing,0,No,1247.87
653,MSI,GF65,Intel,Hexa Core,Missing,16,DDR4,512,0,Windows,64,6,Casual,15.6,2,No,1000.87
654,MSI,GF63,Intel,Hexa Core,Missing,8,DDR4,256,1024,Windows,64,4,Casual,15.6,2,No,727.87
655,APPLE,MacBook,M1,M1,10th,8,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,1117.87
656,APPLE,MacBook,M1,M1,10th,8,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,1468.87
657,APPLE,MacBook,M1,M1,10th,16,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,1364.87
658,APPLE,MacBook,M1,M1,10th,8,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,1468.87
659,APPLE,MacBook,M1,M1,10th,16,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,1728.87
660,APPLE,MacBook,M1,M1,10th,16,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,1364.87
661,APPLE,MacBook,M1,M1,10th,8,DDR4,256,0,Mac,64,0,Casual,13.3,1,No,1117.87
662,APPLE,MacBook,M1,M1,10th,16,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,1949.87
663,APPLE,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,1637.87
664,APPLE,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,1351.87
665,APPLE,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,1325.87
666,APPLE,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,1364.87
667,APPLE,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,1715.87
668,APPLE,MacBook,M1,M1,10th,16,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,1676.87
669,APPLE,MacBook,M1,M1,10th,16,DDR4,512,0,Mac,64,0,Casual,14.2,1,No,2404.87
670,APPLE,MacBook,M1,M1,10th,16,DDR4,512,0,Mac,64,0,Casual,16.2,1,No,2937.87
671,APPLE,MacBook,M1,M1,10th,4,DDR4,512,0,Mac,64,0,Casual,16,1,No,1624.87
672,APPLE,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,1364.87
673,APPLE,MacBook,M1,M1,10th,8,DDR4,1024,0,Mac,64,0,Casual,13.3,1,No,1949.87
674,APPLE,MacBook,M1,M1,10th,16,DDR4,1024,0,Mac,64,0,Casual,13.3,1,No,2209.87
